Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Edward P. Roski Jr.,Los Angeles Kings,NHL,MCSALLY SENATE VICTORY FUND 2020,5600,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,TAYLOR FOR CONGRESS 2020,5600,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,TEXANS FOR SENATOR JOHN CORNYN INC.,5600,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,BOOZMAN FOR ARKANSAS,5400,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,LIZ CHENEY FOR WYOMING,5400,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,COMMITTEE TO RE-ELECT LORETTA SANCHEZ,5400,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,LOU CORREA FOR CONGRESS,5400,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,NORMA TORRES FOR CONGRESS,5400,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,SHERMAN FOR CONGRESS,5400,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,CRAMER FOR SENATE,5400,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,MCSALLY FOR SENATE INC,5400,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,MCSALLY SENATE VICTORY FUND,5400,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,MIMI WALTERS VICTORY FUND,5400,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,HELLER FOR SENATE,5200,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,"LEADERSHIP MATTERS FOR AMERICA PAC, INC.",5000,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,LEADING ORANGE COUNTY PAC,5000,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,THE REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE (REALPAC),5000,2018,Bipartisan,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,PERDUE VICTORY INC,5000,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,THE REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE (REALPAC),5000,2020,Bipartisan,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,DUNCAN D. HUNTER FOR CONGRESS,2800,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,FRIENDS OF MATT GAETZ,2800,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,GREG RATHS FOR CONGRESS 2020,2800,2020,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,TED LIEU FOR CONGRESS,2700,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,BAUGH FOR CONGRESS,2700,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,LOU CORREA FOR CONGRESS,2700,2018,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,2600,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,LUCILLE ROYBAL-ALLARD FOR CONGRESS,2500,2016,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,ROHRABACHER FOR CONGRESS,2500,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,MARIO DIAZ-BALART FOR CONGRESS,1500,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,BILL SHUSTER FOR CONGRESS,1000,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,JUSTIN FAREED FOR CONGRESS,1000,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,RON JOHNSON FOR SENATE INC,1000,2016,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,JUSTIN FAREED FOR CONGRESS,1000,2018,Republican,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,NORMA TORRES FOR CONGRESS,1000,2018,Democrat,0
Edward P. Roski Jr.,Los Angeles Kings,NHL,BONAMICI FOR CONGRESS,500,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,AMERICA LEADS,100000,2016,Republican,0
Fred Wilpon,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6667,2018,Bipartisan,0
Fred Wilpon,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6667,2016,Bipartisan,0
Fred Wilpon,New York Mets,MLB,STEVE ISRAEL FOR CONGRESS COMMITTEE,5400,2016,Democrat,0
Fred Wilpon,New York Mets,MLB,KOHL FOR CONGRESS,5400,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,3333,2020,Bipartisan,0
Fred Wilpon,New York Mets,MLB,MEEKS VICTORY FUND,3032,2020,Democrat,0
Fred Wilpon,New York Mets,MLB,TEAM RICK SCOTT,2997,2020,Republican,0
Fred Wilpon,New York Mets,MLB,SUOZZI VICTORY FUND,2938,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,CROWLEY LEADERSHIP FUND,2772,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,CHRIS CHRISTIE FOR PRESIDENT INC.,2700,2016,Republican,0
Fred Wilpon,New York Mets,MLB,CROWLEY LEADERSHIP FUND,1768,2016,Democrat,0
Fred Wilpon,New York Mets,MLB,ENGEL FOR CONGRESS,1518,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,SUOZZI FOR CONGRESS,1400,2016,Democrat,0
Fred Wilpon,New York Mets,MLB,PETE KING FOR CONGRESS COMMITTEE,1000,2016,Republican,0
Fred Wilpon,New York Mets,MLB,CHARLIE CRIST FOR CONGRESS,1000,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,DONOVAN FOR CONGRESS,280,2016,Republican,0
Gail Miller,Utah Jazz,NBA,UTAH REPUBLICAN PARTY,10000,2016,Republican,1
Gail Miller,Utah Jazz,NBA,BELIEVE IN UTAH JOINT FUNDRAISING COMMITTEE,10000,2020,Republican,1
Gail Miller,Utah Jazz,NBA,UTAH REPUBLICAN PARTY,10000,2020,Republican,1
Gail Miller,Utah Jazz,NBA,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,10000,2020,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,FRIENDS OF BEN MCADAMS,5600,2020,Democrat,1
Gail Miller,Utah Jazz,NBA,"JEB 2016, INC.",5400,2016,Republican,1
Gail Miller,Utah Jazz,NBA,ROMNEY FOR UTAH INC,5400,2018,Republican,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF BEN MCADAMS,5400,2018,Democrat,1
Gail Miller,Utah Jazz,NBA,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,5000,2016,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,5000,2018,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,CURTIS FOR CONGRESS,2800,2020,Republican,1
Gail Miller,Utah Jazz,NBA,"FRIENDS FOR CHRIS STEWART, INC.",2800,2020,Republican,1
Gail Miller,Utah Jazz,NBA,CURTIS FOR CONGRESS,2500,2018,Republican,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF MIA LOVE,2500,2018,Republican,1
Gail Miller,Utah Jazz,NBA,UTAH STATE DEMOCRATIC COMMITTEE,2500,2018,Democrat,1
Gail Miller,Utah Jazz,NBA,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2020,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,BLAKE MOORE FOR CONGRESS,1500,2020,Republican,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF MIKE LEE INC,1000,2016,Republican,1
Gail Miller,Utah Jazz,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",1000,2018,Bipartisan,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF KERRY W. GIBSON,1000,2020,Republican,1
Gail Miller,Utah Jazz,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",1000,2020,Bipartisan,1
Gary Bettman,Commissioner,NHL,MOULTON FOR CONGRESS,1000,2016,Democrat,0
Gayle Benson,New Orleans Pelicans,NBA,"JEB 2016, INC.",2700,2016,Republican,1
Gayle Benson,New Orleans Saints,NFL,"JEB 2016, INC.",2700,2016,Republican,1
Gene Haas,Stewart Haas Racing,NASCAR,JULIA BROWNLEY FOR CONGRESS,5600,2020,Democrat,0
Gene Haas,Stewart Haas Racing,NASCAR,JULIA BROWNLEY FOR CONGRESS,5400,2016,Democrat,0
Gene Haas,Stewart Haas Racing,NASCAR,JULIA BROWNLEY FOR CONGRESS,5400,2018,Democrat,0
George H. McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,0
George H. McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
George H. McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Ginny Gilder,Seattle Storm,WNBA,DEMOCRATIC PARTY OF WISCONSIN,7000,2020,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,7000,2020,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,7000,2020,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,OHIO DEMOCRATIC PARTY,7000,2020,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,7000,2020,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,HILLARY FOR AMERICA,2700,2016,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,JON OSSOFF FOR CONGRESS,500,2018,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,CORY 2020,250,2020,Democrat,1
Ginny Gilder,Seattle Storm,WNBA,ACTBLUE,100,2018,Democrat,1
Glen Taylor,Minnesota Timberwolves,NBA,SAVE OUR SENATE COMMITTEE,13500,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,SAVE OUR SENATE COMMITTEE,13500,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,ALASKANS FOR DAN SULLIVAN,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,ALASKANS FOR DAN SULLIVAN,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,COLLINS FOR SENATOR,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,COLLINS FOR SENATOR,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,CORY GARDNER FOR SENATE,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,CORY GARDNER FOR SENATE,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MCSALLY FOR SENATE INC,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,MCSALLY FOR SENATE INC,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,PERDUE FOR SENATE,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,PERDUE FOR SENATE,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,STEVE DAINES FOR MONTANA,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,STEVE DAINES FOR MONTANA,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,THOM TILLIS COMMITTEE,5600,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,THOM TILLIS COMMITTEE,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,ERNST VICTORY IOWA,2800,2020,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,ERNST VICTORY IOWA,2800,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF JOE HECK,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,FRIENDS OF JOE HECK,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,JOHN KENNEDY FOR US,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,JOHN KENNEDY FOR US,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,KIRK FOR SENATE,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,KIRK FOR SENATE,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,RON JOHNSON FOR SENATE INC,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,RON JOHNSON FOR SENATE INC,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,THE RICHARD BURR COMMITTEE,2700,2016,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,THE RICHARD BURR COMMITTEE,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,CITIZENS FOR JOSH MANDEL INC,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,CITIZENS FOR JOSH MANDEL INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,CRAMER FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,CRAMER FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,HELLER FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,HELLER FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,HOUSLEY FOR SENATE COMMITTEE,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,HOUSLEY FOR SENATE COMMITTEE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,JEFF FLAKE FOR US SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,JEFF FLAKE FOR US SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,JOSH HAWLEY FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,JOSH HAWLEY FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,KING FOR CONGRESS,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,KING FOR CONGRESS,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MATT ROSENDALE FOR MONTANA,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,MATT ROSENDALE FOR MONTANA,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MCSALLY FOR SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,MCSALLY FOR SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MIKE BRAUN FOR INDIANA,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,MIKE BRAUN FOR INDIANA,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MORRISEY FOR SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,MORRISEY FOR SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF ERIK PAULSEN,2000,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,FRIENDS OF ERIK PAULSEN,2000,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF HAGEDORN,2000,2018,Republican,0
Glen Taylor,Minnesota Lynx,WNBA,FRIENDS OF HAGEDORN,2000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,5600,2020,Republican,0
Greg Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,5400,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,MOONEY VICTORY FUND,5000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,MARSHA FOR SENATE,2000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,PERDUE FOR SENATE,1000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,1000,2018,Republican,0
Hal Steinbrenner,New York Yankees,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
Harvey Alter,Chicago Sky,WNBA,KHAZEI FOR CONGRESS,500,2020,Democrat,0
Henry and Susan Samueli,Anaheim Ducks,NHL,PROTECT THE HOUSE,50000,2018,Republican,1
Henry and Susan Samueli,Anaheim Ducks,NHL,CALIFORNIA VICTORY 2018,35000,2018,Republican,1
Henry and Susan Samueli,Anaheim Ducks,NHL,TAKE BACK THE HOUSE 2020,25000,2020,Republican,1
Henry and Susan Samueli,Anaheim Ducks,NHL,SENATE IMPACT: MN & NV,16200,2018,Democrat,1
Henry and Susan Samueli,Anaheim Ducks,NHL,HOUSLEY FOR SENATE COMMITTEE,10800,2018,Republican,1
Henry and Susan Samueli,Anaheim Ducks,NHL,FUND FOR THE MAJORITY PAC,10000,2020,Democrat,1
Henry and Susan Samueli,Anaheim Ducks,NHL,LORETTA SANCHEZ FOR SENATE,5400,2016,Democrat,1
Henry and Susan Samueli,Anaheim Ducks,NHL,MCCONNELL FOR MAJORITY LEADER COMMITTEE,5000,2020,Republican,1
Henry and Susan Samueli,Anaheim Ducks,NHL,SHAWN NELSON FOR CONGRESS,3700,2018,Republican,1
Henry and Susan Samueli,Anaheim Ducks,NHL,BROADCOM INC. POLITICAL ACTION COMMITTEE (BROADCOM PAC),1000,2018,Bipartisan,1
Henry and Susan Samueli,Anaheim Ducks,NHL,BROADCOM INC. POLITICAL ACTION COMMITTEE (BROADCOM PAC),1000,2020,Bipartisan,1
Herbert Fritch,Nashville Predators,NHL,SMP,11100,2020,Democrat,0
Herbert Fritch,Nashville Predators,NHL,RIGHT TO RISE USA,10000,2016,Republican,0
Herbert Fritch,Nashville Predators,NHL,CIGNA CORPORATION POLITICAL ACTION COMMITTEE,9216,2016,Bipartisan,0
Herbert Fritch,Nashville Predators,NHL,COOPER FOR CONGRESS,5600,2020,Democrat,0
Herbert Fritch,Nashville Predators,NHL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,0
Herbert Fritch,Nashville Predators,NHL,"MARSHA BLACKBURN FOR CONGRESS, INC.",2000,2016,Republican,0
Herbert Fritch,Nashville Predators,NHL,"LEE, SHEILA JACKSON",2000,2016,Democrat,0
Herbert Fritch,Nashville Predators,NHL,BIDEN FOR PRESIDENT,1000,2020,Democrat,0
Herbert Fritch,Nashville Predators,NHL,DCCC,1000,2020,Democrat,0
Herbert Fritch,Nashville Predators,NHL,COOPER FOR CONGRESS,500,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,SMP,126900,2018,Democrat,0
Herbert Simon,Indiana Fever,WNBA,SMP,126900,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,HILLARY VICTORY FUND,50000,2016,Democrat,0
Herbert Simon,Indiana Fever,WNBA,HILLARY VICTORY FUND,50000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,TEAM HOLCOMB,50000,2018,Republican,0
Herbert Simon,Indiana Fever,WNBA,TEAM HOLCOMB,50000,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,TEAM HOLCOMB,50000,2020,Republican,0
Herbert Simon,Indiana Fever,WNBA,TEAM HOLCOMB,50000,2020,Republican,0
Herbert Simon,Indiana Pacers,NBA,DONNELLY VICTORY FUND,32700,2018,Democrat,0
Herbert Simon,Indiana Fever,WNBA,DONNELLY VICTORY FUND,32700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,SENATE MAJORITY PAC,25000,2016,Democrat,0
Herbert Simon,Indiana Fever,WNBA,SENATE MAJORITY PAC,25000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,15000,2016,Democrat,0
Herbert Simon,Indiana Fever,WNBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,15000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2016,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Fever,WNBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2016,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2018,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Fever,WNBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2018,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Pacers,NBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,10000,2020,Democrat,0
Herbert Simon,Indiana Fever,WNBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,10000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,MARCO RUBIO FOR PRESIDENT,5400,2016,Republican,0
Herbert Simon,Indiana Fever,WNBA,MARCO RUBIO FOR PRESIDENT,5400,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,BARON HILL FOR INDIANA,5400,2016,Democrat,0
Herbert Simon,Indiana Fever,WNBA,BARON HILL FOR INDIANA,5400,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,KOHL FOR CONGRESS,5400,2018,Democrat,0
Herbert Simon,Indiana Fever,WNBA,KOHL FOR CONGRESS,5400,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,NEW GENERATION PAC,5000,2016,,0
Herbert Simon,Indiana Fever,WNBA,NEW GENERATION PAC,5000,2016,,0
Herbert Simon,Indiana Pacers,NBA,ALL AMERICA PAC,5000,2016,Democrat,0
Herbert Simon,Indiana Fever,WNBA,ALL AMERICA PAC,5000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),5000,2020,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Fever,WNBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),5000,2020,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Pacers,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",5000,2020,Bipartisan,0
Herbert Simon,Indiana Fever,WNBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",5000,2020,Bipartisan,0
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,4700,2018,Democrat,0
Herbert Simon,Indiana Fever,WNBA,ANDRE CARSON FOR CONGRESS,4700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",4000,2018,Bipartisan,0
Herbert Simon,Indiana Fever,WNBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",4000,2018,Bipartisan,0
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,3700,2016,Democrat,0
Herbert Simon,Indiana Fever,WNBA,ANDRE CARSON FOR CONGRESS,3700,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,SCHOLTEN4IOWA CAMPAIGN COMMITTEE,3700,2018,Democrat,0
Herbert Simon,Indiana Fever,WNBA,SCHOLTEN4IOWA CAMPAIGN COMMITTEE,3700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,JAIME HARRISON FOR US SENATE,3650,2020,Democrat,0
Herbert Simon,Indiana Fever,WNBA,JAIME HARRISON FOR US SENATE,3650,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,"AMY MCGRATH FOR SENATE, INC.",2800,2020,Democrat,0
Herbert Simon,Indiana Fever,WNBA,"AMY MCGRATH FOR SENATE, INC.",2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,2800,2020,Democrat,0
Herbert Simon,Indiana Fever,WNBA,ANDRE CARSON FOR CONGRESS,2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
Herbert Simon,Indiana Fever,WNBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,MATT LIEBERMAN FOR SENATE,2800,2020,Democrat,0
Herbert Simon,Indiana Fever,WNBA,MATT LIEBERMAN FOR SENATE,2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,CHRIS CHRISTIE FOR PRESIDENT INC,2700,2016,Republican,0
Herbert Simon,Indiana Fever,WNBA,CHRIS CHRISTIE FOR PRESIDENT INC,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,CRUZ FOR PRESIDENT,2700,2016,Republican,0
Herbert Simon,Indiana Fever,WNBA,CRUZ FOR PRESIDENT,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF JOE HECK,2700,2016,Republican,0
Herbert Simon,Indiana Fever,WNBA,FRIENDS OF JOE HECK,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Herbert Simon,Indiana Fever,WNBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
Herbert Simon,Indiana Fever,WNBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
